,Name,App_id,Avg_Players,Gain,Perc_Gain,Peak_Players,Last 30 Days,April 2021,March 2021,February 2021,January 2021,December 2020,November 2020,October 2020,September 2020,August 2020,July 2020,June 2020,May 2020,April 2020,March 2020,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,January 2019,December 2018,November 2018,October 2018,September 2018,August 2018,July 2018,June 2018,May 2018,April 2018,March 2018,February 2018,January 2018,December 2017,November 2017,October 2017,September 2017,August 2017,July 2017,June 2017,May 2017,April 2017,March 2017,February 2017,January 2017,December 2016,November 2016,October 2016,September 2016,August 2016,July 2016,June 2016,May 2016,April 2016,March 2016,February 2016,January 2016,December 2015,November 2015,October 2015,September 2015,August 2015,July 2015,June 2015,May 2015,April 2015,March 2015,February 2015,January 2015,December 2014,November 2014,October 2014,September 2014,August 2014,July 2014,June 2014,May 2014,April 2014,March 2014,February 2014,January 2014,December 2013,November 2013,October 2013,September 2013,August 2013,July 2013,June 2013,May 2013,April 2013,March 2013,February 2013,January 2013,December 2012,November 2012,October 2012,September 2012,August 2012,July 2012,birth
32,Stellaris,281990,0.0,0.0,1.0,0.0,+3.63,65.0,-16.03,17.39,15.69,-13.58,23.59,10.54,-11.15,-11.51,4.03,-35.38,4.55,-18.88,131.36,-3.18,7.65,1.5,-3.33,21.56,-13.78,-18.13,-26.98,+26.01,43.11,-5.79,-11.07,-23.17,-36.56,147.65,7.68,-14.5,15.59,-19.25,-14.28,-0.42,13.03,-41.94,7.31,41.27,18.27,13.95,-21.39,5.93,57.19,-18.91,-19.24,-30.93,-17.04,238.32,-16.29,-12.63,11.74,+0.50,0.11,43.58,-10.05,-27.85,-27.71,-56.23,799175.29,+1698.99,-77.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2015
33,FINAL FANTASY XIV Online,39210,0.0,0.0,1.0,0.0,+4.52,4.38,-9.18,11.62,14.68,16.51,-15.98,-20.48,-7.55,30.0,2.35,-14.49,5.45,19.49,9.51,22.47,9.98,-14.63,17.14,-15.07,-31.72,-27.65,61.13,+31.22,11.93,+3.66,2.6,13.64,30.61,9.04,-2.15,-0.22,3.2,-17.54,-0.8,8.41,-4.07,-10.86,-2.79,28.05,9.44,-7.51,-16.66,4.84,-20.15,-30.42,-2.49,90.07,7.86,-9.7,-5.37,8.2,55.26,-8.14,-15.0,30.01,-2.04,-15.08,3.65,26.94,-13.26,-16.22,3.36,2.62,18.74,-1.26,0.88,-9.95,-23.1,-12.49,21.93,38.85,-1.32,-6.74,6.86,8.94,27.89,-11.58,32.39,0.45,-20.52,-4.96,53.99,12.62,3.66,-26.2,-29.55,,,,,,,,,,,,,,,,,,,,,February 2014
34,Cities: Skylines,255710,0.0,0.0,1.0,0.0,-0.04,-5.48,-9.24,-3.27,23.27,1.57,17.72,-11.56,-2.59,18.99,-0.04,-19.44,-24.91,17.98,39.11,-0.44,4.64,5.29,9.13,9.07,-3.02,-16.42,3.99,-7.84,7.7,+6.44,4.3,-2.58,-4.34,-8.98,10.55,4.07,14.1,4.35,-4.37,0.06,21.34,-5.25,-18.3,16.19,-1.32,3.43,-3.39,19.53,-16.11,3.17,-2.75,-2.56,27.86,14.66,-11.4,-2.75,-17.2,+41.55,-2.5,-6.59,32.65,-7.83,-16.42,28.58,-10.78,-18.01,-22.1,29.52,25.81,4.75,-23.74,25.54,5.45,0.55,-21.93,-14.97,-36.8,-55.27,4803184.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2014
35,World of Tanks Blitz,444200,0.0,0.0,1.0,0.0,-3.74,-7.0,-4.51,-3.99,-12.76,22.94,27.87,2.39,5.02,3.2,-13.23,-11.02,-8.95,34.94,11.58,-15.0,12.48,17.33,-3.57,13.58,3.67,+4.33,-12.61,+9.33,8.6,-6.72,-3.74,0.38,-0.91,16.3,-4.15,20.29,4.7,1.72,-8.56,1.76,0.5,-15.56,3.06,3.09,13.15,10.37,0.71,15.88,3.09,11.4,+5.09,15.52,-4.55,-3.17,-15.44,11.09,15.29,+43.32,182.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2016
36,EA SPORTS™ FIFA 21,1313860,0.0,0.0,1.0,0.0,+23.90,-10.43,-13.42,-2.59,8.9,22.89,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2020
37,RimWorld,294100,0.0,0.0,1.0,0.0,-0.31,-2.74,-19.15,-1.28,30.71,-3.33,6.63,-9.63,-7.28,8.44,6.62,-3.49,-15.69,-32.71,69.15,27.47,21.48,-0.6,-0.15,-4.0,-8.35,+13.69,-3.21,-4.24,1.89,+0.38,-9.24,-1.98,17.93,-24.07,2.23,35.11,29.25,-4.53,19.71,3.5,-3.24,4.58,-2.44,-16.87,-8.64,19.47,22.23,0.27,-6.32,-8.84,-8.38,28.59,6.72,-4.48,-12.4,-23.12,61.56,+30.18,-12.67,-26.15,-21.58,66.1,243033.9,51.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 2016
38,Farming Simulator 19,787860,0.0,0.0,1.0,0.0,-0.89,1.48,-4.33,-6.15,5.45,-2.63,11.54,14.37,-0.43,2.75,9.03,-12.97,-14.07,22.93,18.94,9.3,0.51,-1.63,3.94,8.47,3.2,+7.32,16.65,-3.51,4.39,-1.72,-8.89,-20.16,-29.05,-36.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2018
39,Mount & Blade II: Bannerlord,261550,0.0,0.0,1.0,0.0,-0.29,4.3,8.65,-7.82,36.03,0.33,-9.89,-1.81,-5.33,-2.32,-19.72,-52.68,-72.22,45090359.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2016
40,Brawlhalla,291550,0.0,0.0,1.0,0.0,-1.71,3.63,8.77,5.7,-2.39,-9.49,7.21,-0.16,-0.35,4.53,5.69,-6.1,-4.74,14.23,43.48,0.54,0.64,27.67,6.6,-2.2,-1.27,-4.47,-6.19,+19.49,0.59,+2.95,0.98,-7.58,-8.55,2.49,13.03,-1.92,2.66,-2.08,2.71,12.27,2.77,-3.51,2.56,1.57,-0.07,10.94,-4.0,7.91,5.25,-9.43,+3.56,2.23,-8.8,3.3,-5.51,6.09,3.52,+10.50,-0.66,5.45,-3.64,-8.82,0.43,29.82,-10.86,+8.27,-0.13,-3.11,19.64,22.92,725.73,-5.89,5.75,15.38,68.56,3.9,115.54,-5.09,-3.22,57.86,-2.03,151.71,4632.95,-25.74,-10.5,-15.38,8.66,-68.08,818.7,,,,,,,,,,,,,,,,,,,,,,,April 2014
41,Fallout 4,377160,0.0,0.0,1.0,0.0,+2.63,-0.26,-8.21,-8.69,4.32,-12.97,10.34,16.98,-15.41,0.45,17.21,-14.61,-5.32,11.44,4.02,-4.08,2.84,7.5,7.15,1.4,-19.12,+5.56,8.32,+15.21,8.95,-11.11,-3.35,-14.78,-17.02,-10.37,2.05,11.91,-11.77,-19.94,-8.04,69.45,0.57,-12.66,-20.59,3.57,4.23,8.9,-1.88,2.6,-2.69,-13.57,-0.42,15.03,12.4,-0.31,-13.67,-14.19,8.32,+6.91,-5.23,-14.79,3.11,-2.87,-3.47,-14.54,11.16,-6.89,-12.85,-40.3,-41.76,-58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2015
42,Europa Universalis IV,236850,0.0,0.0,1.0,0.0,-1.18,-2.7,-3.2,-3.61,12.58,5.32,8.15,8.38,-25.54,-10.35,-15.13,29.96,-3.33,2.93,8.87,11.15,7.9,7.07,-0.57,0.84,4.61,-1.46,2.46,+13.57,-11.94,-5.35,-3.73,-6.63,2.56,10.56,-8.45,-8.33,20.17,0.38,0.04,2.16,-10.62,3.85,8.26,-3.74,-3.8,0.98,19.12,1.56,1.43,-4.36,-6.50,-2.35,-10.09,24.77,-9.65,-6.76,12.27,+4.18,-5.15,30.49,10.97,0.76,11.0,-13.48,-26.25,+13.88,-3.92,-4.1,-0.96,40.08,-11.71,12.24,-1.82,-8.54,-12.42,28.8,2.75,-23.1,18.5,2.81,3.82,-2.27,24.22,14.63,-15.57,-7.84,-9.67,60.38,5.49,-2.94,-0.18,-11.77,20.98,+20.65,+5.83,-23.82,-7.89,,+NaN,+NaN,+NaN,,,,,,,,,,,April 2013
43,Age of Empires II: Definitive Edition,813780,0.0,0.0,1.0,0.0,-5.15,11.09,-12.79,-6.51,18.18,11.29,17.76,-1.41,-4.93,-6.98,3.75,-21.0,-8.2,43.67,19.85,0.11,0.01,-19.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2019
44,SMITE,386360,0.0,0.0,1.0,0.0,-1.96,-5.81,-4.83,8.1,21.23,-9.62,9.43,-10.4,-7.93,-5.65,7.29,-3.54,-7.25,30.1,19.79,9.63,7.09,4.56,15.28,-2.09,-6.45,+2.46,-5.1,-5.92,-0.16,+0.56,24.74,4.83,1.78,-1.08,3.59,-7.02,-9.83,-2.46,5.85,-6.59,-4.55,-5.41,-7.09,8.55,13.04,-7.56,6.7,-2.92,-5.42,0.14,-6.99,7.87,-12.63,-3.48,-7.05,4.7,9.08,-0.39,-6.18,7.72,4.33,7.52,-6.99,-4.32,-15.53,+2.96,9.26,0.59,29.47,-1.44,-16.76,17.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2015
45,The Witcher 3: Wild Hunt,292030,0.0,0.0,1.0,0.0,-23.74,22.09,-13.41,-14.02,-2.08,23.56,22.95,-24.0,12.15,-13.28,-0.91,-11.35,-21.33,26.98,-22.67,-42.45,76.23,107.89,32.93,-25.31,1.77,-29.39,21.41,+50.07,-19.06,+15.00,-25.12,11.2,8.59,-10.26,32.72,-17.43,19.48,-32.28,10.3,35.26,-13.37,1.49,-26.78,1.46,19.97,-4.31,11.22,12.55,7.03,-32.18,-7.19,63.76,-12.41,8.35,-20.79,-18.88,34.89,+30.55,3.8,-7.51,-0.65,-33.79,-34.77,134.08,85.12,-11.93,-25.1,-29.98,23.27,43.82,-23.03,29.41,-11.82,-29.76,-55.7,-56.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 2015
46,Red Dead Redemption 2,1174180,0.0,0.0,1.0,0.0,-13.41,-8.38,-18.66,-14.63,12.87,19.45,-10.09,41.89,-25.34,8.96,19.6,-23.44,5.08,-12.12,-32.06,-3.39,-12.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 2019
47,Football Manager 2020,1100600,0.0,0.0,1.0,0.0,-3.19,-8.54,-15.01,-12.23,-11.46,-39.58,-29.37,-14.67,-6.67,2.4,1.51,-16.18,-14.81,6.79,59.87,5.08,8.03,55.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2019
48,Total War: THREE KINGDOMS,779340,0.0,0.0,1.0,0.0,-1.74,-26.44,29.17,-5.6,35.44,8.83,-22.05,-27.8,38.66,2.02,2.62,-14.58,-20.18,-20.85,-0.79,8.05,78.57,21.59,-13.46,-20.93,-38.91,-42.46,-52.19,-54.96,162296033.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,March 2018
49,Satisfactory,526870,0.0,0.0,1.0,0.0,+0.13,49.9,21.02,-24.09,10.26,21.88,14.79,-2.08,-25.26,-33.94,-17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June 2020
50,Factorio,427520,0.0,0.0,1.0,0.0,-0.78,-3.48,-18.64,11.17,9.6,-11.37,-11.24,-16.51,4.38,104.27,-9.63,-9.42,-15.92,14.53,9.92,0.77,13.85,-2.03,5.7,17.42,-1.44,+3.40,-11.33,-11.78,-7.18,-26.19,43.0,-2.26,17.6,6.1,-3.28,7.61,-1.39,-6.42,-4.82,-9.82,-10.3,20.75,-0.25,-11.09,10.85,11.86,-0.08,-3.66,1.83,9.13,-13.75,-28.56,57.43,21.51,-15.88,12.73,22.18,-0.51,6.53,1.39,7.07,-16.35,7.59,-26.74,-30.53,-1.45,317.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,February 2016
51,鬼谷八荒,1468810,0.0,0.0,1.0,0.0,-52.67,-49.55,-47.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,February 2021
52,Cyberpunk 2077,1091500,0.0,0.0,1.0,0.0,-17.27,-1.15,-46.79,-69.93,-75.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 2020
53,Subnautica: Below Zero,848450,0.0,0.0,1.0,0.0,+181.78,-7.68,24.44,-19.3,18.14,-28.35,139.93,3.18,-20.7,19.58,19.28,-55.66,61.83,-7.6,-25.46,47.92,-6.02,86.88,35.3,-11.36,-5.75,-17.14,42.82,+8.28,-12.19,-37.45,-42.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,February 2019
54,Eternal Return: Black Survival,1049590,0.0,0.0,1.0,0.0,-4.28,-31.26,-17.2,-29.02,-18.34,99.96,175.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2020
55,tModLoader,1281930,0.0,0.0,1.0,0.0,-4.37,-4.81,-17.78,15.77,28.48,5.7,16.95,-6.56,-16.13,14.9,-24.82,-6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 2020
56,World of Warships,552990,0.0,0.0,1.0,0.0,+6.73,-3.86,-37.15,43.69,9.43,3.55,-7.98,-6.35,-12.0,1.23,3.88,-7.8,-8.18,-1.15,1.75,41.46,7.1,27.3,12.29,1.16,1.52,+3.76,1.34,-4.21,11.54,+0.51,-1.13,0.42,11.7,22.11,-4.88,3.04,4.15,4.63,-1.05,19.83,0.16,-10.49,-13.75,-6.43,8.99,63.62,156736.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2017
57,Soundpad,629520,0.0,0.0,1.0,0.0,-2.69,3.33,2.98,4.41,19.31,1.44,9.41,9.85,2.16,2.56,1.65,-2.28,1.32,55.76,26.68,9.91,20.03,6.42,4.65,2.12,-5.59,+17.13,22.07,+19.27,9.87,+4.53,10.71,10.7,26.65,16.31,9.85,24.46,7.11,9.82,24.16,4.91,4.01,13.88,46.59,76.02,209.59,92.26,66.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2017
58,DARK SOULS™ III,374320,0.0,0.0,1.0,0.0,-7.35,16.4,-11.8,-17.72,2.87,37.43,33.44,-15.1,-20.12,-27.98,22.75,-21.43,8.65,56.67,-9.2,2.54,19.25,32.39,12.71,-15.46,-0.39,-22.21,1.41,+8.33,11.99,-19.04,-16.47,-11.18,30.78,4.73,53.92,4.79,-27.73,-42.45,29.23,28.93,-9.62,-23.59,-19.67,-5.73,56.23,71.57,-12.38,-12.07,1.65,-31.0,+20.27,-26.12,-41.87,96.21,34.26,-22.16,52.43,-19.34,-21.2,55.95,3.24,-16.93,-29.95,-65.22,-61.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April 2016
59,Bloons TD 6,960090,0.0,0.0,1.0,0.0,-22.70,-30.22,26.35,-21.41,61.69,200.77,10.79,-6.01,-15.9,-36.1,94.88,22.65,-14.83,-2.75,-25.47,-19.16,19.03,212.48,25.38,20.04,2.33,-29.66,182.16,-0.80,-19.82,+17.28,14.39,3.38,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 2018
60,Sea of Thieves,1172620,0.0,0.0,1.0,0.0,-19.44,74.02,-28.95,-30.09,62.68,23.92,70.63,-35.27,-21.66,-43.33,-25.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June 2020
61,Yu-Gi-Oh! Duel Links,601510,0.0,0.0,1.0,0.0,-2.32,2.25,-5.67,-8.67,25.09,-7.53,-7.12,17.49,-1.21,7.25,-10.99,-6.63,8.79,10.12,23.46,1.13,10.14,-12.53,-11.43,4.23,7.46,-2.85,-7.7,-11.37,11.73,-4.36,5.75,-6.69,23.74,-13.31,-11.39,16.02,13.67,-8.16,-16.82,-10.75,6.11,-3.17,-16.01,-7.73,10.56,-1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2017
62,Crusader Kings III,1158310,0.0,0.0,1.0,0.0,-10.64,-17.37,35.28,-19.22,-0.5,-3.86,-36.36,-56.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2020
63,Conan Exiles,440900,0.0,0.0,1.0,0.0,+4.72,-0.58,-0.65,-6.52,34.45,-18.83,-21.33,-17.34,95.41,-17.93,-1.25,-27.54,8.62,15.33,1.06,-19.43,7.54,84.84,-6.44,11.0,7.48,-17.74,-7.26,-27.87,26.07,-16.59,94.18,-20.73,18.43,3.42,-17.9,17.6,-25.29,-31.5,-25.01,-39.69,490.1,93.85,-26.3,-21.57,24.55,40.55,-1.36,-37.17,-16.05,128.0,-12.51,-15.58,-45.64,-43.98,-68.08,4126.35,11616.07,+80.86,26.78,-42.57,102.86,394.62,-62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June 2016
64,Albion Online,761890,0.0,0.0,1.0,0.0,-2.55,-0.67,5.32,10.23,2.63,-8.68,-5.52,-7.08,23.85,20.89,0.48,-18.16,3.04,46.72,28.33,25.59,13.83,4.9,10.6,-3.85,-5.92,-27.64,-20.88,-38.26,18.8,+1679.22,14.0,9.41,10.44,-3.38,6.53,-7.78,-28.75,-34.0,-25.33,-47.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 2018
65,Dyson Sphere Program,1366540,0.0,0.0,1.0,0.0,-2.41,-48.7,-53.06,24.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,January 2021
66,eFootball PES 2021 SEASON UPDATE,1259970,0.0,0.0,1.0,0.0,+3.82,3.64,-0.93,-3.2,11.6,38.18,-4.53,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2020
67,NBA 2K20,1089350,0.0,0.0,1.0,0.0,-6.44,-5.92,-18.51,-12.12,1.75,-12.97,-19.68,-31.77,-14.57,2.03,36.42,-3.94,-3.35,-11.62,1.28,46.22,13.84,15.49,-5.61,-29.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2019
68,Soulworker,1377580,0.0,0.0,1.0,0.0,+83.85,1.46,-37.76,-25.33,-27.45,-25.31,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2020
69,Aim Lab,714010,0.0,0.0,1.0,0.0,+10.10,2.22,3.3,4.15,16.3,8.33,21.27,-0.5,13.13,34.0,52.94,46.27,86.97,87.54,59.58,29.02,-6.59,0.89,4.55,8.94,-12.37,+4.84,9.6,-5.63,11.95,-12.87,36.86,39.6,57.45,85.87,16.17,-9.99,-7.39,-38.43,1742.21,28.31,1.11,-42.39,-60.46,380.83,103.28,408.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2017
70,Among Us,945360,0.0,0.0,1.0,0.0,-38.03,19.76,-32.65,-41.71,-36.87,-41.81,-35.2,16.56,708.66,788.86,241.67,26.08,52.23,37.58,6.04,87.12,45.92,-11.68,-10.03,-38.99,-26.39,+21.33,148.74,+814.68,13.89,+59.84,-16.23,15.46,81.12,13.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2018
71,Fall Guys: Ultimate Knockout,1097150,0.0,0.0,1.0,0.0,-15.40,-5.85,1.81,-17.43,-18.13,4.51,-51.61,-60.48,-46.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2020
72,Phasmophobia,739630,0.0,0.0,1.0,0.0,-5.65,-9.56,-10.06,-33.03,-8.61,-39.9,-18.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2020
73,Elite Dangerous,359320,0.0,0.0,1.0,0.0,-13.21,8.66,3.6,-4.56,2.57,-1.5,28.18,24.68,1.46,-32.06,-22.23,48.44,-17.47,97.63,-3.85,-22.09,8.43,46.98,-2.09,-20.34,9.17,-5.96,36.53,-24.42,-0.02,+17.58,-22.56,-31.06,6.19,82.58,20.47,-14.63,4.5,-24.3,27.56,-12.38,-24.41,-19.83,4.45,-14.35,39.78,31.64,-14.2,12.5,1.48,-18.61,+33.84,-17.48,-18.3,19.55,-18.8,-18.36,68.22,-3.22,-10.8,5.95,-0.7,40.9,-0.07,1.77,7.98,-12.14,-7.84,-4.29,-39.11,44.6,-17.29,21.94,5.39,-20.27,15.57,20.7,-21.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April 2015
74,Paladins,444090,0.0,0.0,1.0,0.0,-8.59,5.32,-4.64,0.58,14.54,-5.53,15.64,-4.78,-17.71,0.83,-3.76,-26.43,-15.73,22.08,7.54,-6.76,11.05,1.28,13.29,-9.82,-7.99,+4.21,0.91,+8.95,-1.38,-2.63,-6.96,-14.58,0.92,-3.14,6.4,2.58,-16.77,-5.25,-2.75,0.73,10.4,4.03,-7.94,-15.86,13.88,-10.96,-2.05,-11.57,-6.85,-0.87,-2.87,5.8,0.8,-1.74,0.1,5.69,6.43,-21.65,-3.96,39.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2016
75,The Sims™ 4,1222670,0.0,0.0,1.0,0.0,-18.45,61.36,-27.93,-22.35,29.14,33.83,157.58,-37.52,154.21,-32.71,-5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June 2020
76,Oxygen Not Included,457140,0.0,0.0,1.0,0.0,+1.64,-13.75,-13.16,-18.13,-9.37,73.02,7.93,2.96,-13.03,-11.44,14.38,3.49,-13.66,-15.64,20.3,9.92,-4.55,0.58,-11.37,-22.69,-35.56,+231.87,4.03,+10.78,-3.51,+13.10,-6.23,-11.51,-3.28,-1.88,6.64,7.71,13.66,-20.8,-6.55,58.4,5.43,-7.52,-14.22,0.13,-3.99,2.81,19.22,50.59,47.37,-14.94,-49.54,33.03,99.67,-55.71,201.31,32241.62,241.23,-50.54,10.99,-2.9,-22.39,24.21,28.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June 2016
77,NGU IDLE,1147690,0.0,0.0,1.0,0.0,-3.22,-13.99,-1.92,-0.52,2.91,-2.33,-0.36,3.63,3.13,1.33,-0.38,-3.21,-1.17,9.36,4.72,8.65,7.05,2.09,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2019
78,Risk of Rain 2,632360,0.0,0.0,1.0,0.0,-35.18,15.8,91.36,-27.66,34.43,1.33,-6.51,-56.58,-49.0,457.17,26.42,-36.01,-69.61,244.28,-5.18,-27.19,8.11,163.86,-39.21,-31.32,115.98,-32.88,-13.7,-35.79,-62.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April 2019
79,Conqueror's Blade,835570,0.0,0.0,1.0,0.0,-2.39,38.78,11.66,-3.35,15.95,-9.22,-0.27,15.57,-16.78,20.04,-0.75,-25.1,26.24,990.57,-17.18,-12.51,-5.6,-30.33,-29.31,-36.19,-42.38,+102.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 2019
80,Warhammer: Vermintide 2,552500,0.0,0.0,1.0,0.0,+47.99,67.64,16.94,-24.34,38.21,-21.21,63.05,-12.72,1.84,-25.01,25.1,3.2,-17.44,21.7,8.58,2.13,10.85,0.85,37.44,-28.33,-56.04,+159.34,-23.23,+21.69,6.7,-47.22,10.79,5.3,0.71,14.23,25.31,-37.59,61.81,-42.74,-22.98,21.24,-60.35,-58.82,38306.0,7358.3,127.37,-54.44,-2.2,-1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2017
81,Battlefield™ V,1238810,0.0,0.0,1.0,0.0,+18.27,40.15,-35.59,112.87,22.48,33.51,-15.93,25.04,-20.21,143.01,-19.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June 2020
